#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:Dengue4" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:Dengue4" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:Dengue4" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:Dengue4" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:Dengue4">
#                    <trait id="traitsetDate" spec="beast.evolution.tree.TraitSet" traitname="date-forward">
#                D4ElSal_1994=1994.0,
#D4PRico_1986=1986.0,
#D4Tahiti_1985=1985.0,
#D4Mexico_1984=1984.0,
#D4Philip_1984=1984.0,
#D4Thai_1984=1984.0,
#D4Brazi_1982=1982.0,
#D4ElSal_1983=1983.0,
#D4NewCal_1981=1981.0,
#D4Tahiti_1979=1979.0,
#D4SLanka_1978=1978.0,
#D4Thai_1978=1978.0,
#D4Indon_1977=1975.0,
#D4Indon_1976=1976.0,
#D4Philip_1964=1964.0,
#D4Thai_1963=1963.0,
#D4Philip_1956=1956.0                
#                                    <taxa id="TaxonSet.Dengue4" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.Dengue4"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:Dengue4" name="distribution">
#            <parameter id="clockRate.c:Dengue4" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:Dengue4" name="distribution">
#            <parameter id="kappa.s:Dengue4" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:Dengue4" name="distribution" x="@popSize.t:Dengue4">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#        <distribution id="D4Brazi_1982.leaf.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tipsonly="true" tree="@Tree.t:Dengue4">
#            <taxonset id="D4Brazi_1982.leaf" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="D4Brazi_1982" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Gamma id="Gamma.0" name="distr" offset="1980.0">
#                <parameter id="param.2" lower="0.0" name="alpha" upper="0.0">2.0</parameter>
#                <parameter id="param.3" lower="0.0" name="beta" upper="0.0">1.0</parameter>
#            </Gamma>
#        </distribution>
#        <distribution id="D4Mexico_1984.leaf.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tipsonly="true" tree="@Tree.t:Dengue4">
#            <taxonset id="D4Mexico_1984.leaf" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="D4Mexico_1984" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter id="param.1" lower="0.0" name="mean" upper="0.0">1984.0</parameter>
#                <parameter id="param.21" lower="0.0" name="sigma" upper="0.0">5.0</parameter>
#            </Normal>
#        </distribution>
#        <distribution id="D4PRico_1986.leaf.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tipsonly="true" tree="@Tree.t:Dengue4">
#            <taxonset id="D4PRico_1986.leaf" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="D4PRico_1986" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.01" lower="1984.0" name="distr" upper="1988.0"/>
#        </distribution>
#        <distribution id="D4Philip_1984.leaf.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tipsonly="true" tree="@Tree.t:Dengue4">
#            <taxonset id="D4Philip_1984.leaf" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="D4Philip_1984" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.01" meanInRealSpace="true" name="distr">
#                <parameter id="param.11" lower="0.0" name="M" upper="0.0">1984.0</parameter>
#                <parameter id="param.22" lower="0.0" name="S" upper="0.0">1.5</parameter>
#            </LogNormal>
#        </distribution>
#        <distribution id="D4Tahiti_1985.leaf.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tipsonly="true" tree="@Tree.t:Dengue4">
#            <taxonset id="D4Tahiti_1985.leaf" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="D4Tahiti_1985" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Exponential id="Exponential.0" name="distr" offset="1984.0">
#                <parameter id="param.23" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </distribution>
#        <distribution id="D4Thai_1984.leaf.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tipsonly="true" tree="@Tree.t:Dengue4">
#            <taxonset id="D4Thai_1984.leaf" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="D4Thai_1984" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.02" meanInRealSpace="true" name="distr" offset="1980.0">
#                <parameter id="param.24" lower="0.0" name="M" upper="0.0">4.0</parameter>
#                <parameter id="param.31" lower="0.0" name="S" upper="0.0">1.25</parameter>
#            </LogNormal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Dengue4" id="treeLikelihood.Dengue4" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Dengue4">
#            <siteModel id="SiteModel.s:Dengue4" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Dengue4" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:Dengue4" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Dengue4" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:Dengue4" kappa="@kappa.s:Dengue4" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:Dengue4" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:Dengue4" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:Dengue4" id="StrictClock.c:Dengue4" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Dengue4	TreeHeight	logP(mrca(D4PRico_1986.leaf.prior))	height(D4PRico_1986)	logP(mrca(D4Tahiti_1985.leaf.prior))	height(D4Tahiti_1985)	logP(mrca(D4Mexico_1984.leaf.prior))	height(D4Mexico_1984)	logP(mrca(D4Philip_1984.leaf.prior))	height(D4Philip_1984)	logP(mrca(D4Thai_1984.leaf.prior))	height(D4Thai_1984)	logP(mrca(D4Brazi_1982.leaf.prior))	height(D4Brazi_1982)	clockRate	kappa	popSize	CoalescentConstant	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
0	-29064.490412509207	-29005.725575448258	-58.764837060949546	-29005.725575448258	40.689090249930274	-1.3862943611198906	1986.0	-1.0	1985.0	-2.5283764456387727	1984.0	-9.198523929157655	1984.0	-2.7236889456387727	1984.0	-1.3068528194400546	1982.0	1.0	2.0	0.3	-39.95971333030605	0.25	0.25	0.25	0.25
10000	-3952.5303642429453	-3860.894191971866	-91.63617227107964	-3860.894191971866	64.72135666178762	-1.3862943611198906	1985.4299198596104	-0.1796477500654418	1984.1796477500654	-2.5297696697159475	1984.2639340899898	-9.197907520606005	1983.184814831482	-1.0285415101192834	1980.5975420062002	-1.3456431647481608	1982.076166170388	7.81901583201682E-4	13.885658055231422	22.168993341618155	-68.24563333204263	0.25954093030192277	0.24859546874706565	0.23537777872602883	0.25648582222498273
20000	-3950.274530185179	-3849.2117822785035	-101.06274790667571	-3849.2117822785035	76.66072577232744	-1.3862943611198906	1987.4258087035564	-0.09652439883734587	1984.0965243988373	-2.792647806542755	1987.6350471861035	-9.201504938771869	1987.9456400788654	-1.7448041168693562	1981.8270822653722	-1.582259482373932	1982.497582910935	7.402237001125586E-4	18.865950557554005	31.36588032791986	-75.53247644639896	0.26923710963647934	0.23085631821238523	0.24867305376545418	0.2512335183856812
30000	-3951.391874856815	-3849.3728789724682	-102.01899588434681	-3849.3728789724682	76.26326444650785	-1.3862943611198906	1986.9340986125496	-2.137781315556822	1986.1377813155568	-3.0724141363640562	1989.2155425926996	-9.189462226580353	1972.0398372046063	-4.821826741994338	1992.3521851182916	-1.3219293353235413	1982.0299312713032	7.399464383786816E-4	12.138301197503422	26.19089256908598	-72.4689126687429	0.2833226846438167	0.21489761430454954	0.24149209897439525	0.26028760207723844
40000	-3953.06202121207	-3853.603984607635	-99.45803660443455	-3853.603984607635	70.9009550515627	-1.3862943611198906	1987.4793788746588	-2.100701025884973	1986.100701025885	-2.614988111830963	1981.918994639697	-9.193464342565967	1977.3157910680764	-3.8083946241929545	1987.5606611928772	-1.094044087578527	1980.6266047203317	8.642347655640489E-4	22.562177416776418	28.347849333548584	-70.22408358488481	0.28843266273316037	0.20185444743632824	0.253996488458395	0.2557164013721163
50000	-3955.5966987039205	-3847.317600042011	-108.27909866190997	-3847.317600042011	75.11042987498959	-1.3862943611198906	1987.4277414988346	-5.252847889851864	1989.2528478898519	-2.7716716576720506	1987.4878016861146	-9.197379425641365	1982.4866096937017	-2.3894543885701416	1983.1636740710708	-1.5313336478543507	1982.411641130699	6.591918465043806E-4	18.422082950704517	45.19285431318372	-76.71181043555994	0.2755738236164522	0.21861306495999852	0.25229702339426074	0.25351608802928843
60000	-3961.062561226047	-3850.6156611875313	-110.44690003851586	-3850.6156611875313	80.14288760014718	-1.3862943611198906	1984.3975498988882	-3.809962355637481	1987.8099623556375	-3.4782102289194015	1990.8914214182585	-9.197188070077218	1982.233657291833	-4.305535748276354	1989.709371741918	-1.4519447264103087	1982.273080832823	6.006883767019969E-4	13.94584323827792	71.20930062401253	-77.9192556191128	0.2755738236164522	0.22459805168107697	0.2463120366731823	0.25351608802928843
70000	-3944.246913171616	-3848.306321168347	-95.94059200326913	-3848.306321168347	60.67923876174138	-1.3862943611198906	1985.925228862188	-3.373932522197265	1987.3739325221973	-2.5669601422686705	1985.3889509823946	-9.195653491968951	1980.2059238633826	-4.022187292495165	1988.4402248854365	-1.060903651143534	1980.6903564933268	8.873123670037479E-4	20.49299017467191	20.38941129168944	-65.85164470493397	0.27664162447961826	0.20518035606073284	0.2463120366731823	0.2718659827864665
80000	-3946.036073438288	-3850.1687882522997	-95.86728518598834	-3850.1687882522997	64.01809197869292	-1.3862943611198906	1986.5125828977166	-0.7320583999401151	1984.7320583999401	-2.530367401434645	1984.3155119487335	-9.193025520432144	1976.7368117504004	-2.2617737135785774	1982.8717619947238	-1.7970950139047541	1982.8413875048007	9.321488684085946E-4	20.49299017467191	35.54999128292424	-68.92773073915927	0.27664162447961826	0.2191657974695629	0.24548612248022533	0.2587064555705934
90000	-3943.3254327176833	-3846.327237359053	-96.99819535863011	-3846.327237359053	67.26166222475653	-1.3862943611198906	1986.7378219255565	-1.3216768370778027	1985.3216768370778	-2.601927252853199	1985.917691414363	-9.191857780069524	1975.1966829187281	-3.50100719883584	1986.40577232336	-1.1804962408214619	1981.7267197528404	8.628214384445569E-4	20.49299017467191	20.94453387440367	-69.30505786306846	0.29107582280809546	0.21122248963241294	0.25480721168369763	0.24289447587579385
100000	-3943.152012626263	-3847.4003455723005	-95.75166705396273	-3847.4003455723005	68.72085391004181	-1.3862943611198906	1985.101453532826	-0.3324236266589651	1984.332423626659	-2.5789048766042857	1985.5894720973567	-9.196592475498312	1981.4464877731657	-3.2442772340878725	1985.5338160212095	-1.5578351879733983	1982.45662271428	8.354021601495209E-4	14.498695912132538	29.792459744323224	-69.34815194761931	0.2713759091328798	0.2270658147183483	0.2648215804476355	0.23673669570113628
110000	-3947.807558679232	-3853.9555426885195	-93.8520159907126	-3853.9555426885195	60.47000137741357	-1.3862943611198906	1985.777643212022	-0.1975071104609469	1984.197507110461	-2.706017712827574	1986.9802790740869	-9.19499015487403	1979.3298672587657	-3.484172102523629	1986.3460861734177	-1.2842720085351989	1980.4223492076324	9.596209858243778E-4	13.480789569210655	16.948763877212034	-68.20472330910664	0.26796965705407877	0.22204204029259067	0.25610702870544777	0.2538812739478826
120000	-3973.3103008870708	-3856.835758783045	-116.4745421040255	-3856.835758783045	91.16874623665966	-1.3862943611198906	1987.4942862239263	-5.903510465856925	1989.903510465857	-2.800451936911041	1987.6883295085463	-9.20479818506598	1992.3109718072537	-6.61667968388541	2005.6559910926471	-1.8815214419354862	1982.9701257257598	4.7629859266478124E-4	16.318363890015554	70.89368142796101	-79.4577931865047	0.26796965705407877	0.21734243487751653	0.24837585443337948	0.2663120536350251
130000	-3951.3049630008486	-3850.219809265428	-101.08515373542046	-3850.219809265428	70.56118588582603	-1.3862943611198906	1986.1495666281096	-3.8098829883986127	1987.8098829883986	-2.60218697556043	1985.9210743077983	-9.192618208753704	1976.1995138588077	-2.549897488318126	1983.5516727343831	-2.262712832251401	1983.5216394727265	7.795088809076087E-4	21.372016074182977	34.503525766521356	-70.17563604334394	0.2804085736952355	0.2177577314828256	0.2450375498632072	0.2567961449587316
140000	-3949.122175245994	-3853.3861761593666	-95.73599908662734	-3853.3861761593666	65.88255756329126	-1.3862943611198906	1985.0565714456693	-0.25933305984608523	1984.259333059846	-3.4420514077506925	1990.758975373945	-9.189814583621493	1972.5039484364352	-4.002402453139858	1988.3560827497884	-1.1174524977872782	1981.565936625521	7.972932946242822E-4	22.279895729964903	21.87287002972557	-67.59148021769151	0.27192238416226344	0.19743104520544819	0.25658962604398367	0.27405694458830454
150000	-3942.2933835120994	-3854.894532805125	-87.39885070697444	-3854.894532805125	55.135648895511615	-1.3862943611198906	1984.449162866684	-0.2842577774918027	1984.2842577774918	-2.563287483672747	1982.6788066372787	-9.186687664658246	1968.387972559274	-1.0598535433353384	1980.6599873680484	-1.6107980790656333	1982.5448825972624	0.0011567472113074254	17.128410913501735	22.743323054217058	-63.11631767986667	0.3019651886769397	0.21750283971144277	0.2374844997812609	0.2430474718303565
